Employee_ID,Gender,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Compensation_and_Benefits,VAR1,VAR2,VAR3,VAR5,VAR6,VAR7,Attrition_rate
EID_19049,0,2,0,2,9,0,3,55,1,2,2,3,19049,-2.7762,3,8,3,0.0303
EID_13121,0,2,0,0,10,1,4,57,1,3,2,3,13121,0.7075,2,8,3,0.2864
EID_11720,0,5,0,4,10,0,4,21,0,3,2,3,11720,0.7075,3,9,3,0.7396
EID_14614,0,3,1,2,5,3,4,30,0,3,2,3,14614,-2.7762,3,9,3,0.4356
EID_10580,0,3,0,2,2,0,4,30,1,4,3,3,10580,-0.4537,2,8,5,0.179
EID_25275,0,1,0,0,7,2,1,58,1,2,2,2,25275,-0.4537,2,5,2,0.1336
EID_13612,1,3,0,3,2,1,2,47,1,4,2,3,13612,0.7075,3,8,5,0.2291
EID_8206,0,3,0,1,10,3,4,71,2,3,2,3,8206,-0.4537,3,5,3,0.0481
EID_20877,0,5,1,2,9,1,4,58,0,3,3,4,20877,0.7075,2,6,1,0.0047
EID_8892,1,4,1,4,2,3,3,24,1,3,4,3,8892,-0.4537,3,6,3,0.2899
EID_21132,0,3,1,3,5,2,2,66,0,1,3,3,21132,-1.615,3,8,3,0.1592
EID_16523,0,4,1,0,7,0,4,32,1,1,3,3,16523,-0.4537,3,8,5,0.197
EID_11738,1,2,0,2,1,0,3,60,0,1,3,3,11738,-2.7762,3,8,2,0.0511
EID_16096,1,2,0,3,2,3,1,31,0,3,2,3,16096,-0.4537,3,7,5,0.0795
EID_25102,0,3,1,2,0,2,2,26,0,3,2,2,25102,0.7075,3,5,5,0.1561
EID_1118,0,3,0,2,2,2,3,47,2,4,2,4,1118,-0.4537,2,8,4,0.3631
EID_5046,0,1,0,1,2,3,3,43,0,2,2,4,5046,0.7075,3,9,1,0.0523
EID_6975,0,3,1,2,3,2,3,33,0,3,2,2,6975,0.7075,4,9,3,0.0804
EID_1364,0,3,0,3,2,3,3,38,2,2,2,4,1364,-2.7762,1,9,3,0.058
EID_14972,1,4,1,4,2,2,4,29,0,5,2,3,14972,-0.4537,3,8,3,0.59
EID_3176,1,4,0,4,10,1,4,25,1,2,2,3,3176,0.7075,3,8,5,0.0559
EID_11593,1,4,0,0,3,1,4,64,1,5,2,3,11593,-0.4537,3,8,3,0.1951
EID_7808,1,5,1,1,3,1,1,46,0,4,2,4,7808,-1.615,2,8,5,0.2242
EID_6576,1,4,0,4,7,2,1,33,1,5,3,3,6576,-0.4537,4,6,2,0.2405
EID_4147,1,1,1,2,6,1,2,37,0,3,3,3,4147,-0.4537,3,5,3,0.07400000000000001
EID_21996,0,3,1,2,9,3,4,58,1,2,2,3,21996,-0.4537,2,8,3,0.3689
EID_13498,0,4,1,2,2,3,2,49,1,3,1,5,13498,-1.615,4,8,3,0.0009
EID_18334,0,4,1,3,5,1,1,68,1,1,2,3,18334,-0.4537,4,6,3,0.1558
EID_19143,0,1,0,3,7,1,1,73,2,3,3,3,19143,0.7075,1,8,1,0.1677
EID_16469,0,3,1,2,5,0,2,20,1,4,2,4,16469,1.8688,4,8,4,0.1282
EID_9575,0,3,0,3,2,1,3,57,0,1,4,2,9575,0.7075,2,9,4,0.0065
EID_15265,1,2,0,1,2,3,2,28,0,4,2,4,15265,-1.615,2,8,4,0.1966
EID_21536,0,4,1,0,6,3,4,53,1,4,3,3,21536,-0.4537,2,6,4,0.1744
EID_1639,0,4,1,2,3,2,1,51,1,2,2,2,1639,0.7075,3,6,5,0.2874
EID_3279,0,2,0,2,0,1,4,43,0,3,2,4,3279,1.8688,4,8,3,0.0283
EID_2589,1,2,1,2,7,1,2,27,1,4,3,4,2589,0.7075,1,8,3,0.2191
EID_8559,0,2,1,2,10,2,4,63,1,3,2,4,8559,-0.4537,3,5,5,0.0881
EID_9794,0,3,1,3,9,2,3,38,1,3,2,3,9794,-1.615,2,8,2,0.0178
EID_15706,1,4,1,4,3,0,3,66,1,2,2,4,15706,0.7075,3,5,3,0.2646
EID_5161,0,5,1,1,5,0,3,74,1,1,2,4,5161,-0.4537,3,7,5,0.0258
EID_22444,1,4,1,1,10,1,3,38,1,4,0,3,22444,0.7075,4,7,4,0.1603
EID_22246,0,2,1,2,9,2,4,20,1,4,2,3,22246,-0.4537,3,8,3,0.047
EID_22783,0,3,0,2,10,3,3,22,2,3,3,5,22783,0.7075,3,8,5,0.3687
EID_16231,0,2,0,0,0,2,3,55,1,2,0,4,16231,-0.4537,4,8,3,0.2108
EID_1750,0,4,0,2,2,1,4,69,1,5,2,3,1750,1.8688,1,7,3,0.0855
EID_5655,0,4,1,3,2,2,3,24,1,3,3,3,5655,0.7075,1,7,3,0.1825
EID_19963,1,5,0,1,3,2,0,38,1,2,2,4,19963,-0.4537,2,8,3,0.2611
EID_3915,0,2,0,2,0,0,3,50,0,4,0,3,3915,-0.4537,2,6,3,0.056
EID_15658,0,4,1,0,3,1,3,34,1,3,2,3,15658,-0.4537,3,7,4,0.1573
EID_15435,0,3,0,2,7,3,2,36,1,2,3,3,15435,1.8688,2,8,5,0.1296
EID_24237,0,4,1,2,7,3,1,40,1,4,2,3,24237,0.7075,3,5,2,0.2146
EID_25668,1,4,0,3,10,1,1,23,2,3,3,2,25668,-1.615,2,6,3,0.7918
EID_5152,0,1,1,1,6,1,1,41,1,1,0,3,5152,0.7075,2,5,4,0.0001
EID_8568,1,3,0,0,0,1,3,36,0,2,3,3,8568,-1.615,3,7,3,0.1373
EID_17603,0,1,1,2,9,3,2,54,0,3,2,3,17603,0.7075,3,7,4,0.0739
EID_25724,0,4,0,2,10,0,1,64,2,2,2,4,25724,-0.4537,2,8,3,0.0413
EID_5408,1,5,1,4,2,1,2,74,2,3,2,5,5408,-0.4537,2,8,5,0.1908
EID_4063,1,4,0,4,8,0,4,55,1,2,3,3,4063,-0.4537,3,6,3,0.2175
EID_4384,0,2,0,1,10,1,4,40,1,5,4,2,4384,-0.4537,3,5,3,0.1597
EID_20201,1,4,1,1,3,1,2,58,1,3,3,3,20201,-0.4537,2,8,3,0.1506
EID_8793,1,3,0,4,10,1,1,37,2,2,3,2,8793,-0.4537,4,7,3,0.1349
EID_5894,0,4,0,1,3,2,1,45,1,5,2,3,5894,0.7075,4,9,2,0.0008
EID_17010,1,4,0,3,3,3,3,74,0,3,2,2,17010,-1.615,4,6,4,0.0942
EID_13667,0,5,0,1,2,0,2,57,1,3,2,2,13667,0.7075,3,5,2,0.0939
EID_9452,1,2,0,3,9,0,3,28,1,4,2,4,9452,-0.4537,4,7,4,0.6765
EID_24531,1,1,1,0,4,2,2,56,1,1,2,4,24531,-0.4537,2,8,4,0.1925
EID_19061,1,4,1,0,4,2,1,34,1,1,2,4,19061,-0.4537,3,9,3,0.086
EID_12521,0,4,0,1,8,2,3,20,2,2,3,3,12521,-0.4537,4,7,3,0.2848
EID_14218,1,2,0,2,9,3,1,45,2,3,3,4,14218,0.7075,1,7,3,0.2616
EID_7171,0,4,0,2,3,0,4,61,1,2,2,4,7171,-0.4537,4,8,3,0.0306
EID_11688,1,5,0,2,3,1,2,29,1,2,2,4,11688,-0.4537,3,8,3,0.0283
EID_25779,1,1,1,4,2,2,1,41,2,5,3,5,25779,-0.4537,1,7,3,0.1677
EID_20759,1,4,1,4,2,2,3,47,2,5,2,2,20759,0.7075,2,5,3,0.1129
EID_5270,0,3,0,3,10,0,2,24,0,2,3,3,5270,-0.4537,3,9,3,0.1887
EID_3426,0,4,1,4,9,2,3,67,2,4,2,2,3426,-0.4537,4,8,3,0.0982
EID_13079,1,3,0,3,8,2,4,51,1,3,3,3,13079,-0.4537,2,7,3,0.2779
EID_12325,0,4,0,4,0,0,2,72,2,2,2,3,12325,-0.4537,3,5,3,0.2773
EID_6055,0,3,0,1,9,2,4,41,1,1,2,3,6055,-0.4537,3,7,5,0.1777
EID_19794,0,3,1,3,7,2,4,70,0,3,3,3,19794,-0.4537,2,8,3,0.0419
EID_8954,0,3,1,3,2,0,1,71,2,4,2,3,8954,-0.4537,4,8,3,0.1828
EID_22405,0,4,0,2,2,0,4,72,1,5,4,3,22405,-0.4537,3,7,3,0.1182
EID_4647,1,3,1,2,5,1,3,25,1,3,2,3,4647,1.8688,4,8,2,0.1292
EID_6423,0,3,0,2,0,0,2,49,1,3,2,3,6423,-0.4537,1,8,3,0.0496
EID_2776,0,1,1,4,10,2,2,42,1,3,3,3,2776,0.7075,3,5,3,0.043
EID_21787,0,4,0,2,5,1,1,45,1,4,2,3,21787,0.7075,2,8,5,0.0991
EID_1674,0,4,1,3,5,1,2,69,2,3,3,4,1674,-0.4537,3,7,4,0.1353
EID_6113,0,3,1,4,5,1,4,46,1,3,2,4,6113,-0.4537,5,9,4,0.8839
EID_11434,1,1,0,3,7,2,2,59,1,4,2,2,11434,-0.4537,3,8,5,0.0914
EID_23395,1,3,0,2,5,1,1,48,0,2,3,3,23395,-1.615,4,8,2,0.1975
EID_2376,0,2,1,2,9,0,4,73,1,2,4,3,2376,-0.4537,3,8,4,0.105
EID_2872,1,3,0,2,6,3,3,43,0,3,2,4,2872,-0.4537,3,6,3,0.1793
EID_11346,0,4,1,1,2,2,4,60,1,2,4,4,11346,-1.615,2,8,5,0.2647
EID_8946,1,3,0,1,11,3,3,43,2,4,2,3,8946,0.7075,2,6,4,0.0355
EID_17959,0,3,0,2,10,1,3,23,1,3,2,1,17959,1.8688,3,7,2,0.0276
EID_16156,1,4,0,2,2,1,1,70,1,4,2,4,16156,0.7075,4,5,2,0.3848
EID_20685,1,4,1,2,2,3,4,70,0,2,2,3,20685,-0.4537,3,7,3,0.1894
EID_3709,0,1,0,1,2,3,1,33,2,4,3,3,3709,0.7075,4,9,4,0.048
EID_15928,1,3,1,2,9,2,1,21,1,2,3,3,15928,1.8688,3,7,3,0.1225
EID_3254,0,1,0,2,5,0,2,21,1,3,2,1,3254,-0.4537,1,9,4,0.1544
EID_10937,0,3,0,1,9,1,2,45,1,3,3,5,10937,-0.4537,3,7,3,0.0741
EID_20307,1,2,1,2,3,1,0,38,1,2,4,1,20307,-0.4537,4,6,2,0.2448
EID_13183,1,5,0,2,5,1,2,22,0,2,2,3,13183,-0.4537,4,6,5,0.6379
EID_13357,1,3,1,1,7,0,2,38,1,2,2,3,13357,-0.4537,5,8,2,0.7906
EID_24987,0,2,1,3,10,2,1,34,1,5,2,3,24987,0.7075,5,8,3,0.0382
EID_19162,0,1,1,2,2,2,0,28,1,4,2,2,19162,-1.615,3,7,4,0.0965
EID_17495,1,3,0,1,7,3,3,48,1,3,2,2,17495,-0.4537,3,8,3,0.0865
EID_13545,1,3,0,2,3,2,2,36,1,5,2,3,13545,-0.4537,3,5,1,0.5418
EID_20236,1,3,0,0,5,2,3,67,1,2,2,5,20236,-0.4537,2,5,1,0.7286
EID_11782,0,3,0,3,2,3,3,34,2,4,2,4,11782,-0.4537,4,5,3,0.1684
EID_22151,0,4,0,4,11,3,3,41,2,3,2,1,22151,0.7075,1,5,3,0.1495
EID_22070,1,3,1,2,1,0,4,60,0,2,3,3,22070,0.7075,2,6,4,0.1265
EID_10652,1,4,0,2,1,2,2,64,1,3,3,4,10652,-0.4537,2,7,3,0.1409
EID_13535,0,3,1,2,0,2,2,29,1,1,3,2,13535,-0.4537,3,6,3,0.1039
EID_2544,0,4,1,3,3,1,4,65,2,3,2,4,2544,-0.4537,3,5,4,0.0968
EID_19322,1,2,1,2,10,2,1,54,1,2,2,3,19322,0.7075,3,7,5,0.0582
EID_2145,1,3,0,3,5,2,1,45,1,3,2,3,2145,-0.4537,2,6,5,0.0463
EID_16546,0,1,0,4,9,0,2,65,1,2,2,3,16546,-0.4537,1,7,1,0.1667
EID_3539,0,3,0,1,10,2,2,53,0,2,2,2,3539,0.7075,2,7,3,0.6088
EID_14563,1,5,1,4,10,2,4,29,1,3,2,4,14563,-0.4537,3,9,5,0.7471
EID_6837,0,3,0,1,9,0,1,44,0,3,2,2,6837,-0.4537,3,8,4,0.1958
EID_15242,1,4,0,0,2,1,1,71,0,3,3,3,15242,-1.615,1,7,4,0.1567
EID_9274,1,3,0,3,8,0,2,44,1,3,2,4,9274,-0.4537,3,7,2,0.1635
EID_23958,1,3,0,3,11,3,3,61,1,3,4,2,23958,-0.4537,3,8,3,0.198
EID_3347,0,4,1,3,0,0,3,26,0,4,3,3,3347,0.7075,2,9,2,0.0312
EID_15272,0,5,1,4,2,2,4,49,1,5,2,4,15272,0.7075,2,8,4,0.1133
EID_19310,0,4,1,1,10,3,2,39,0,1,2,2,19310,-0.4537,3,7,4,0.0617
EID_9671,1,4,0,3,3,0,4,65,1,3,0,4,9671,0.7075,3,8,3,0.5804
EID_8668,1,3,0,4,3,2,1,60,1,3,0,3,8668,-0.4537,4,7,3,0.1824
EID_10907,0,1,0,4,5,2,4,29,1,3,3,3,10907,0.7075,3,8,3,0.2404
EID_9157,0,3,0,1,7,3,2,51,1,3,2,3,9157,-0.4537,2,8,3,0.1731
EID_9895,0,5,0,3,0,0,3,73,1,2,2,3,9895,-0.4537,2,8,3,0.2537
EID_18978,1,3,0,0,4,1,1,62,2,3,2,3,18978,1.8688,2,8,2,0.1366
EID_16418,1,5,1,1,8,2,3,44,0,1,2,3,16418,-0.4537,4,8,2,0.2347
EID_12233,1,3,1,3,3,0,4,23,1,3,3,3,12233,0.7075,3,8,4,0.1198
EID_21828,1,3,1,0,11,0,4,24,0,1,3,3,21828,-0.4537,2,8,3,0.0978
EID_13433,0,5,0,3,3,1,2,57,1,2,2,3,13433,0.7075,3,5,3,0.0647
EID_4318,0,4,0,2,9,0,1,37,0,4,3,3,4318,0.7075,4,5,2,0.7682
EID_12808,1,3,0,1,8,3,3,62,2,2,2,3,12808,0.7075,4,7,3,0.1075
EID_5052,0,3,1,2,1,0,3,63,0,2,2,3,5052,0.7075,3,8,4,0.0804
EID_3495,0,4,1,2,9,1,2,46,0,3,2,3,3495,1.8688,3,8,4,0.0821
EID_9680,0,4,0,2,3,3,2,55,1,3,2,3,9680,0.7075,4,7,5,0.1678
EID_25338,1,4,1,2,2,3,3,32,0,3,4,5,25338,-1.615,3,7,3,0.0139
EID_1324,1,5,0,4,7,3,1,67,1,5,2,4,1324,-0.4537,2,8,5,0.0339
EID_3968,0,4,0,4,1,0,3,60,0,3,2,3,3968,0.7075,3,6,3,0.0979
EID_10006,1,3,0,1,10,2,2,21,1,3,3,3,10006,-0.4537,2,8,3,0.0312
EID_9806,0,4,0,1,2,2,2,45,0,3,2,3,9806,-0.4537,3,5,5,0.6918
EID_4097,1,2,1,4,8,2,4,38,0,5,3,4,4097,-0.4537,3,7,3,0.1213
EID_1665,0,4,1,3,9,2,2,52,1,4,2,3,1665,-2.7762,2,5,1,0.2373
EID_6919,0,4,1,2,0,2,2,52,0,2,3,3,6919,0.7075,4,8,2,0.2673
EID_3892,0,3,1,2,7,0,4,71,1,3,2,3,3892,1.8688,3,8,3,0.4845
EID_4630,1,3,0,2,2,2,1,62,1,1,2,4,4630,0.7075,4,9,5,0.1044
EID_20732,0,4,0,3,9,3,4,59,1,4,3,3,20732,-0.4537,4,5,3,0.0624
EID_6633,1,3,0,3,2,0,1,60,0,2,2,4,6633,-0.4537,3,5,5,0.0843
EID_21325,0,3,0,3,8,1,3,52,1,1,2,3,21325,-0.4537,5,6,3,0.219
EID_9454,1,4,0,2,9,3,2,42,0,5,2,3,9454,1.8688,3,6,2,0.5405
EID_15228,0,5,0,1,2,0,1,71,1,3,2,3,15228,1.8688,2,9,3,0.1714
EID_6347,0,3,0,1,3,0,2,65,1,5,2,1,6347,0.7075,4,8,3,0.1555
EID_16603,0,4,0,1,11,3,1,47,0,1,3,5,16603,-0.4537,4,6,4,0.1135
EID_23348,0,4,0,2,11,2,1,62,1,4,3,4,23348,-0.4537,3,7,2,0.0779
EID_9149,1,5,1,3,2,2,3,34,0,2,2,1,9149,-0.4537,3,9,5,0.0731
EID_16804,0,4,0,3,9,2,3,56,2,4,2,3,16804,-0.4537,5,8,2,0.1986
EID_3160,0,3,1,1,3,3,2,39,0,3,2,2,3160,1.8688,5,8,3,0.0888
EID_24246,1,3,1,2,2,3,3,67,1,2,2,4,24246,-0.4537,2,8,3,0.1685
EID_14118,1,3,0,1,2,2,3,62,1,2,3,3,14118,-0.4537,1,8,4,0.0723
EID_25203,1,4,1,2,3,0,4,42,0,1,2,3,25203,0.7075,2,8,2,0.0861
EID_16256,0,3,0,1,9,3,4,63,2,3,2,4,16256,-0.4537,3,8,1,0.1729
EID_21345,0,3,1,4,5,1,0,66,1,2,2,4,21345,-1.615,3,5,2,0.1694
EID_12094,1,4,0,3,7,0,3,52,1,4,2,3,12094,-0.4537,5,8,4,0.0251
EID_10308,1,3,0,4,10,1,4,31,0,4,3,4,10308,0.7075,3,9,4,0.0066
EID_25144,1,3,0,4,10,3,1,40,1,2,3,4,25144,-0.4537,3,8,3,0.0982
EID_20793,0,3,0,3,10,1,1,65,0,1,2,3,20793,0.7075,2,5,5,0.0643
EID_2395,1,3,0,3,10,0,3,26,1,2,2,3,2395,-0.4537,3,9,4,0.0429
EID_10743,0,3,1,3,5,1,3,66,0,3,3,3,10743,0.7075,3,5,1,0.2568
EID_2126,1,4,1,4,10,2,2,65,0,5,3,3,2126,0.7075,3,5,3,0.1219
EID_10257,0,3,0,2,1,0,3,33,1,3,4,3,10257,1.8688,2,7,5,0.1963
EID_16562,1,4,1,2,10,0,2,69,0,1,0,3,16562,-0.4537,2,6,3,0.8376
EID_9700,1,3,0,2,2,1,4,60,1,1,2,4,9700,0.7075,3,8,2,0.1843
EID_23043,0,5,0,1,5,3,3,67,0,5,2,4,23043,-0.4537,1,5,3,0.2212
EID_3708,1,5,1,1,3,1,3,73,1,4,2,4,3708,0.7075,3,8,3,0.0555
EID_7408,1,4,0,3,2,0,3,31,2,3,2,5,7408,1.8688,3,9,3,0.1844
EID_23111,0,3,0,0,5,2,1,27,2,4,3,2,23111,0.7075,4,6,3,0.2142
EID_14520,0,1,1,4,5,3,3,70,1,3,2,3,14520,0.7075,3,8,3,0.1986
EID_14025,0,1,0,0,10,3,2,27,0,3,3,3,14025,0.7075,2,8,3,0.0691
EID_11513,1,3,0,0,2,2,2,28,0,2,2,2,11513,-0.4537,3,7,3,0.2976
EID_11928,1,1,1,4,5,0,1,72,1,4,3,3,11928,-0.4537,3,5,3,0.092
EID_9367,0,1,1,3,7,3,1,26,1,4,3,3,9367,0.7075,2,8,3,0.0767
EID_15549,0,3,1,2,7,1,3,52,0,3,3,3,15549,-0.4537,3,9,2,0.1945
EID_22787,0,4,0,3,7,0,4,51,0,4,3,2,22787,-1.615,3,8,3,0.1228
EID_25879,0,3,0,1,2,1,4,50,1,1,2,2,25879,-0.4537,4,5,3,0.128
EID_20096,1,4,0,0,3,2,1,31,0,4,2,2,20096,0.7075,4,9,4,0.6892
EID_14017,0,2,1,4,2,2,2,29,1,2,2,3,14017,-0.4537,4,7,3,0.113
EID_6010,0,4,0,3,9,0,2,40,1,3,2,3,6010,1.8688,5,7,4,0.1412
EID_17696,1,4,1,4,4,1,1,65,1,2,3,3,17696,0.7075,4,8,5,0.2978
EID_18069,0,3,0,1,3,1,4,53,1,4,3,3,18069,-0.4537,3,8,4,0.177
EID_3637,0,5,0,3,9,1,4,52,1,1,2,4,3637,0.7075,3,8,3,0.098
EID_13361,0,2,0,2,6,1,4,42,0,2,4,4,13361,-0.4537,2,5,3,0.5725
EID_19250,1,2,0,3,2,1,2,20,1,3,2,5,19250,1.8688,3,5,3,0.0305
EID_10822,0,1,0,2,3,2,3,69,0,3,3,1,10822,0.7075,3,8,3,0.2942
EID_17710,1,4,0,1,10,3,1,44,0,2,2,2,17710,1.8688,3,8,4,0.0366
EID_2732,1,4,1,0,9,2,4,31,0,1,2,4,2732,-0.4537,4,9,3,0.5819
EID_12447,0,1,0,3,5,3,2,31,1,3,3,3,12447,-0.4537,3,7,3,0.0768
EID_18701,0,1,1,3,6,0,3,30,2,3,2,3,18701,0.7075,4,7,5,0.1294
EID_18129,1,2,0,0,10,3,4,74,1,3,2,3,18129,0.7075,4,8,3,0.0119
EID_3395,0,3,0,3,9,1,2,61,1,2,3,4,3395,-0.4537,3,5,3,0.0702
EID_16527,1,1,1,1,10,0,2,69,1,4,3,3,16527,-0.4537,3,7,3,0.0374
EID_8022,0,1,0,3,9,2,2,63,1,1,2,3,8022,-0.4537,3,7,5,0.0084
EID_15362,1,3,1,3,2,0,2,59,1,3,2,3,15362,-0.4537,4,8,3,0.003
EID_18507,0,2,0,4,3,3,1,73,0,3,3,3,18507,0.7075,4,7,2,0.1323
EID_11338,0,4,0,2,2,1,1,37,0,3,3,3,11338,-0.4537,4,8,3,0.04
EID_15540,0,1,0,3,5,2,2,68,2,1,3,1,15540,-1.615,1,8,3,0.0241
EID_15127,0,4,0,2,9,2,2,74,1,2,3,3,15127,-0.4537,4,9,3,0.0064
EID_19390,0,4,0,3,5,1,0,31,1,2,3,3,19390,1.8688,3,8,3,0.1788
EID_1752,1,3,0,1,10,1,1,23,0,2,2,3,1752,-0.4537,2,9,4,0.0697
EID_24730,1,3,0,4,3,1,1,43,2,1,3,4,24730,-0.4537,3,8,4,0.0335
EID_12052,0,3,1,4,7,1,3,56,1,3,3,3,12052,-0.4537,4,7,4,0.0373
EID_14769,1,5,0,3,0,2,4,55,0,1,2,3,14769,-0.4537,3,9,5,0.1142
EID_3999,0,4,1,4,0,1,4,67,1,1,2,3,3999,-0.4537,2,7,3,0.2174
EID_4589,0,4,1,2,11,2,2,65,2,3,2,4,4589,-0.4537,1,5,3,0.0215
EID_4439,0,3,1,2,6,0,1,42,1,4,3,3,4439,0.7075,2,9,1,0.1097
EID_6842,0,5,0,0,5,3,1,52,2,3,3,3,6842,-0.4537,2,7,4,0.6459999999999999
EID_25685,0,1,0,3,2,2,3,28,1,3,2,3,25685,-0.4537,2,7,3,0.0216
EID_15399,1,4,1,2,3,2,2,33,0,3,3,4,15399,-0.4537,3,7,4,0.1441
EID_1352,1,3,0,4,3,2,1,55,1,2,2,3,1352,-0.4537,2,6,5,0.1426
EID_21164,1,4,0,3,2,2,2,70,0,3,3,3,21164,-0.4537,1,8,4,0.0201
EID_13035,0,4,0,4,10,0,1,34,0,1,3,2,13035,-2.7762,2,6,3,0.2507
EID_17635,1,1,1,2,0,2,4,27,0,2,3,3,17635,1.8688,2,8,5,0.0111
EID_5309,1,3,0,1,5,1,1,67,2,2,3,3,5309,-0.4537,1,7,3,0.1257
EID_11465,1,3,0,1,9,3,2,45,1,1,3,3,11465,-0.4537,3,6,4,0.2404
EID_19364,0,4,0,1,7,0,2,73,1,1,3,4,19364,1.8688,3,6,4,0.136
EID_19833,0,5,1,0,9,1,4,72,0,4,3,3,19833,-0.4537,2,8,3,0.0003
EID_1671,1,3,0,3,0,3,2,62,1,3,3,1,1671,1.8688,3,8,3,0.2268
EID_16749,1,5,1,2,3,1,3,57,0,2,2,3,16749,-0.4537,4,8,2,0.0728
EID_1571,0,4,1,2,9,0,2,61,1,3,3,2,1571,0.7075,4,8,3,0.1462
EID_19871,0,2,0,3,7,3,1,67,1,2,2,2,19871,0.7075,3,6,3,0.0228
EID_18893,1,3,0,1,5,3,2,24,2,5,3,5,18893,1.8688,3,8,3,0.6087
EID_17960,0,1,0,3,9,1,1,60,2,3,2,5,17960,0.7075,3,6,3,0.0882
EID_2915,1,1,0,3,10,2,4,74,2,2,3,3,2915,-0.4537,2,6,4,0.1449
EID_23259,1,3,1,1,8,3,3,57,0,3,2,3,23259,-0.4537,3,5,3,0.3899
EID_10094,0,3,0,3,0,0,1,60,1,3,2,5,10094,-0.4537,2,8,3,0.213
EID_2060,0,1,0,4,2,2,3,37,0,3,3,1,2060,0.7075,4,6,3,0.0934
EID_15942,1,3,0,4,10,1,2,71,0,2,2,3,15942,-2.7762,4,7,3,0.0126
EID_23563,0,1,0,2,3,1,2,34,0,2,2,3,23563,0.7075,2,8,5,0.5712
EID_6245,0,5,1,4,2,0,1,36,0,3,2,2,6245,1.8688,3,7,3,0.0385
EID_21029,0,3,0,4,2,2,4,25,1,3,3,3,21029,-0.4537,3,7,3,0.0647
EID_19613,0,3,0,3,7,2,3,64,0,1,4,3,19613,-0.4537,4,9,1,0.1922
EID_1523,1,4,0,1,2,1,4,71,2,4,2,3,1523,-0.4537,4,6,4,0.2189
EID_23944,1,4,1,3,9,0,2,32,0,3,3,1,23944,-0.4537,3,6,3,0.5899
EID_11840,1,4,1,4,0,3,1,35,1,4,2,5,11840,0.7075,5,8,5,0.1996
EID_4295,0,3,0,2,5,1,4,74,0,3,3,3,4295,0.7075,3,8,3,0.1761
EID_9568,1,2,0,1,5,1,3,71,1,2,2,3,9568,0.7075,2,8,3,0.1287
EID_10706,0,3,1,3,5,1,3,62,1,2,3,3,10706,-0.4537,2,5,3,0.0058
EID_20318,0,3,1,4,9,3,3,32,0,2,2,3,20318,0.7075,3,8,2,0.2994
EID_15285,0,3,0,3,11,0,1,46,1,3,3,2,15285,-1.615,4,8,4,0.715
EID_5719,1,2,0,4,2,3,1,21,0,3,2,3,5719,-0.4537,2,6,3,0.0523
EID_5571,1,3,0,4,5,1,4,64,1,2,2,3,5571,-0.4537,2,8,3,0.0319
EID_23863,1,4,0,2,2,1,0,68,0,4,3,3,23863,1.8688,1,8,1,0.1493
EID_3992,1,2,0,2,6,2,4,34,1,3,3,4,3992,0.7075,4,8,3,0.0443
EID_1212,0,3,0,2,3,1,3,36,1,4,3,1,1212,-0.4537,1,7,3,0.2997
EID_17405,0,4,0,3,11,2,1,29,2,2,2,4,17405,0.7075,3,7,3,0.2873
EID_19820,0,3,0,3,8,1,1,44,1,2,2,2,19820,-0.4537,4,6,5,0.4625
EID_2708,1,3,0,1,9,1,3,74,2,1,2,3,2708,-0.4537,4,8,3,0.1126
EID_23497,1,3,1,3,5,1,1,40,0,5,4,3,23497,-0.4537,1,8,3,0.0017
EID_20172,0,3,1,2,7,1,2,70,2,2,3,3,20172,0.7075,3,5,2,0.2217
EID_7867,0,5,0,3,2,3,1,51,0,2,3,3,7867,0.7075,3,8,3,0.1594
EID_1809,1,2,0,3,2,2,1,38,1,2,3,3,1809,0.7075,5,5,3,0.2315
EID_7691,1,1,0,4,6,3,1,47,2,1,3,4,7691,-0.4537,3,8,5,0.2359
EID_11973,1,3,1,1,8,3,4,23,1,2,2,4,11973,-0.4537,2,8,3,0.0123
EID_24705,1,2,1,2,4,1,3,40,0,1,3,2,24705,0.7075,3,6,1,0.938
EID_1135,1,3,0,3,3,0,4,56,0,1,3,3,1135,-0.4537,2,8,3,0.1096
EID_16364,0,2,0,4,7,1,3,49,1,1,2,1,16364,-0.4537,3,8,3,0.0416
EID_9251,1,4,1,3,5,0,4,66,2,1,3,4,9251,-0.4537,5,8,4,0.098
EID_4002,0,5,1,2,2,0,4,50,1,2,3,3,4002,-1.615,1,8,4,0.2379
EID_11426,0,1,0,3,9,0,1,49,0,4,2,3,11426,-0.4537,3,5,3,0.1291
EID_8196,1,3,0,3,10,0,2,42,1,4,2,3,8196,-1.615,2,6,4,0.2649
EID_20169,0,5,0,4,7,1,0,37,1,4,3,2,20169,-1.615,2,7,3,0.2876
EID_11076,1,3,0,2,9,1,1,29,1,2,3,3,11076,-0.4537,3,6,3,0.3777
EID_19218,1,3,0,3,2,0,1,58,1,2,3,4,19218,1.8688,2,5,3,0.0258
EID_20245,1,4,1,4,3,2,4,55,0,2,2,3,20245,0.7075,4,6,3,0.0605
EID_16105,1,3,1,3,1,0,2,61,1,3,2,3,16105,0.7075,2,6,4,0.3587
EID_7534,0,4,0,4,2,3,1,48,1,2,2,3,7534,-1.615,3,7,5,0.2384
